uid,grant_refe,project_na,project_ty,osgr,easting,northing,site_name,restoratio,start_date,end_date,financial_year_end,snh_area,unitary_lo,applicant_type
501019-NG7911104237,501019,West Knoydart DMG Feasibility Study,Feasibility,NG7911104237,179111,804237,West Knoydart,West Knoydart DMG,,,2017-18,South Highland,Lochaber & Skye,Private
501019-NG7831601557,501019,West Knoydart DMG Feasibility Study,Feasibility,NG7831601557,178316,801557,West Knoydart,West Knoydart DMG,,,2017-18,South Highland,Lochaber & Skye,Private
501019-NM8091399403,501019,West Knoydart DMG Feasibility Study,Feasibility,NM8091399403,180913,799403,West Knoydart,West Knoydart DMG,,,2017-18,South Highland,Lochaber & Skye,Private
501019-NG7706503117,501019,West Knoydart DMG Feasibility Study,Feasibility,NG7706503117,177065,803117,West Knoydart,West Knoydart DMG,,,2017-18,South Highland,Lochaber & Skye,Private
501019-NG7942203538,501019,West Knoydart DMG Feasibility Study,Feasibility,NG7942203538,179422,803538,West Knoydart,West Knoydart DMG,,,2017-18,South Highland,Lochaber & Skye,Private
501021-NN0795190531,501021,Feasibility Study at Arkaig Community Forest,Feasibility,NN0795190531,207951,790531,Arkaig Community Forest Ardnois,Arkaig Forestry Co-operative Ltd,,,2017-18,South Highland,Lochaber & Skye,Public
501021-NN0785490151,501021,Feasibility Study at Arkaig Community Forest,Feasibility,NN0785490151,207854,790151,Arkaig Community Forest The Gusach,Arkaig Forestry Co-operative Ltd,,,2017-18,South Highland,Lochaber & Skye,Public
501021-NN1662088051,501021,Feasibility Study at Arkaig Community Forest,Feasibility,NN1662088051,216620,788051,Arkaig Community Forest Altna-h-eiridh,Arkaig Forestry Co-operative Ltd,,,2017-18,South Highland,Lochaber & Skye,Public
501029-NN1637175623,501029,Mamore and Killiechonate - Feasibility Study,Feasibility,NN1637175623,216371,775623,Mamore and Killiechonate,SIMEC Lochaber,,,2017-18,South Highland,Lochaber & Skye,Public
501029-NN1496574640,501029,Mamore and Killiechonate - Feasibility Study,Feasibility,NN1496574640,214965,774640,Mamore and Killiechonate,SIMEC Lochaber,,,2017-18,South Highland,Lochaber & Skye,Public
501029-NN1446573079,501029,Mamore and Killiechonate - Feasibility Study,Feasibility,NN1446573079,214465,773079,Mamore and Killiechonate,SIMEC Lochaber,,,2017-18,South Highland,Lochaber & Skye,Public
501029-NN2339970639,501029,Mamore and Killiechonate - Feasibility Study,Feasibility,NN2339970639,223399,770639,Mamore and Killiechonate,SIMEC Lochaber,,,2017-18,South Highland,Lochaber & Skye,Public
501029-NN2372169472,501029,Mamore and Killiechonate - Feasibility Study,Feasibility,NN2372169472,223721,769472,Mamore and Killiechonate,SIMEC Lochaber,,,2017-18,South Highland,Lochaber & Skye,Public
501039-NH7186003540,501039,Feasibility Study at Glen Banchor Estate,Feasibility,NH7186003540,271860,803540,Glen Banchor Estate,Glen Banchor Estate,01/08/2018,15/04/2019,2017-18,South Highland,Lochaber & Skye,Private
501040-NH0931205490,501040,Glenelg DMG - Feasibility Study,Feasibility,NH0931205490,209312,805490,Glenelg,Glenelg DMG,25/01/2018,28/03/2019,2017-18,South Highland,Lochaber & Skye,Private
501040-NH1037407426,501040,Glenelg DMG - Feasibility Study,Feasibility,NH1037407426,210374,807426,Glenelg,Glenelg DMG,25/01/2018,28/03/2019,2017-18,South Highland,Lochaber & Skye,Private
501040-NG8168414077,501040,Glenelg DMG - Feasibility Study,Feasibility,NG8168414077,181684,814077,Glenelg,Glenelg DMG,25/01/2018,28/03/2019,2017-18,South Highland,Lochaber & Skye,Private
501040-NH0127807532,501040,Glenelg DMG - Feasibility Study,Feasibility,NH0127807532,201278,807532,Glenelg,Glenelg DMG,25/01/2018,28/03/2019,2017-18,South Highland,Lochaber & Skye,Private
501040-NH0395503911,501040,Glenelg DMG - Feasibility Study,Feasibility,NH0395503911,203955,803911,Glenelg,Glenelg DMG,25/01/2018,28/03/2019,2017-18,South Highland,Lochaber & Skye,Private
501040-NG9966705071,501040,Glenelg DMG - Feasibility Study,Feasibility,NG9966705071,199667,805071,Glenelg,Glenelg DMG,25/01/2018,28/03/2019,2017-18,South Highland,Lochaber & Skye,Private
501048-NH447075,501048,Feasibility Study at Suidhe Viewpoint and Loch Knockie,Feasibility,NH447075,244700,807500,Suidhe Viewpoint and Loch Knockie,Glendoe Estate,,,2017-18,South Highland,Lochaber & Skye,private
501048-NH448103,501048,Peatland Restoration of Suidhe Viewpoint,Feasibility,NH448103,244800,810300,Suidhe Viewpoint,Glendoe Estate,,,,South Highland,Lochaber & Skye,private
501111-NH5018311085,501111,Restoration at Garrogie (MDMG),Restoration,NH5018311085,250183,811085,Garrogie Estate - GARR 3a,Garroige Estate,12/11/2018,23/11/2018,2018-19,South Highland,Lochaber & Skye,Private
501111-NH5102710047,501111,Restoration at Garrogie (MDMG),Restoration,NH5102710047,251027,810047,Garrogie Estate - GARR 3b,Garroige Estate,08/11/2018,13/11/2018,2018-19,South Highland,Lochaber & Skye,Private
501111-NH5057309534,501111,Restoration at Garrogie (MDMG),Restoration,NH5057309534,250573,809534,Garrogie Estate - GARR 3c,Garroige Estate,08/11/2018,21/11/2018,2018-19,South Highland,Lochaber & Skye,Private
501111-NH5153510676,501111,Restoration at Garrogie (MDMG),Restoration,NH5153510676,251535,810676,Garrogie Estate - GARR 3d,Garroige Estate,25/10/2018,08/11/2018,2018-19,South Highland,Lochaber & Skye,Private
501111-NH4929711738,501111,Restoration at Garrogie (MDMG),Restoration,NH4929711738,249297,811738,Garrogie Estate - GARR 3h,Garroige Estate,,,2018-19,South Highland,Lochaber & Skye,Private
501111-NH4954411456,501111,Restoration at Garrogie (MDMG),Restoration,NH4954411456,249544,811456,Garrogie Estate - GARR 3g,Garroige Estate,14/01/2019,28/02/2019,2018-19,South Highland,Lochaber & Skye,Private
501111-NH4944812158,501111,Restoration at Garrogie (MDMG),Restoration,NH4944812158,249448,812158,Garrogie Estate - GARR 3i,Garroige Estate,14/01/2019,28/02/2019,2018-19,South Highland,Lochaber & Skye,Private
501111-NH5043511331,501111,Restoration at Garrogie (MDMG),Restoration,NH5043511331,250435,811331,Garrogie Estate - GARR 3f,Garroige Estate,14/01/2019,28/02/2019,2018-19,South Highland,Lochaber & Skye,Private
501111-NH5101910595,501111,Restoration at Garrogie (MDMG),Restoration,NH5101910595,251019,810595,Garrogie Estate - GARR 3e2,Garroige Estate,08/10/2018,03/04/2019,2018-19,South Highland,Lochaber & Skye,Private
501112-NH72602274,501112,Restoration at Glenmazeran Estate (MDMG),Restoration,NH72602274,272600,822740,Glenmazeran - GLNM1a,Glenmazeran Estate,20/11/2017,05/10/2018,2018-19,South Highland,Lochaber & Skye,Private
501112-NH71852311,501112,Restoration at Glenmazeran Estate (MDMG),Restoration,NH71852311,271850,823110,Glenmazeran - GLNM1b,Glenmazeran Estate,01/08/2018,24/09/2018,2018-19,South Highland,Lochaber & Skye,Private
501112-NH72192266,501112,Restoration at Glenmazeran Estate (MDMG),Restoration,NH72192266,272190,822660,Glenmazeran - GLNM1d,Glenmazeran Estate,17/10/2018,12/11/2018,2018-19,South Highland,Lochaber & Skye,Private
501112-NH72382238,501112,Restoration at Glenmazeran Estate (MDMG),Restoration,NH72382238,272380,822380,Glenmazeran - GLNM1e,Glenmazeran Estate,08/10/2018,12/11/2018,2018-19,South Highland,Lochaber & Skye,Private
501112-NH69692088,501112,Restoration at Glenmazeran Estate (MDMG),Restoration,NH69692088,269690,820880,Glenmazeran - GLNM2b,Glenmazeran Estate,01/02/2019,,2018-19,South Highland,Lochaber & Skye,Private
501112-NH70022073,501112,Restoration at Glenmazeran Estate (MDMG),Restoration,NH70022073,270020,820730,Glenmazeran - GLNM2d,Glenmazeran Estate,12/11/2018,30/01/2019,2018-19,South Highland,Lochaber & Skye,Private
501112-NH71622215,501112,Restoration at Glenmazeran Estate (MDMG),Restoration,NH71622215,271620,822150,Glenmazeran - GLNM3,Glenmazeran Estate,01/02/2019,,2018-19,South Highland,Lochaber & Skye,Private
501113-NH7087325247,501113,Peatland Restoration on Farr Estate (MDMG),Restoration,NH7087325247,270873,825247,Farr Estate - 2E,Farr Estate,31/08/2018,26/04/2019,2018-19,South Highland,Lochaber & Skye,Private
501113-NH7151026313,501113,Peatland Restoration on Farr Estate (MDMG),Restoration,NH7151026313,271510,826313,Farr Estate - 3E,Farr Estate,31/08/2018,26/04/2019,2018-19,South Highland,Lochaber & Skye,Private
501113-NH7171825990,501113,Peatland Restoration on Farr Estate (MDMG),Restoration,NH7171825990,271718,825990,Farr Estate - 4E,Farr Estate,31/08/2018,26/04/2019,2018-19,South Highland,Lochaber & Skye,Private
501113-NH7149226517,501113,Peatland Restoration on Farr Estate (MDMG),Restoration,NH7149226517,271492,826517,Farr Estate - 5E,Farr Estate,31/08/2018,26/04/2019,2018-19,South Highland,Lochaber & Skye,Private
501114-NH8044712385,501114,Peatland Restoration at Alvie Estate (MDMG),Restoration,NH8044712385,280447,812385,Alvie Estate - ALV2a,Alvie Estate,26/11/2019,08/03/2019,2018-19,South Highland,Lochaber & Skye,Private
501114-NH8045511127,501114,Peatland Restoration at Alvie Estate (MDMG),Restoration,NH8045511127,280455,811127,Alvie Estate - ALV2c,Alvie Estate,14/01/2019,15/03/2019,2018-19,South Highland,Lochaber & Skye,Private
501116-TOBEFILLED,501116,Peatland restoration at Pitmain Estate,Restoration,NH7276006322,272760,806322,Pitman Estate - PIT2b,Pitmain Estate,17/10/2018,21/11/2018,2018-19,,Lochaber & Skye,Private
501116-NH7255606156,501116,Peatland restoration at Pitmain Estate,Restoration,NH7255606156,272556,806156,Pitman Estate - PIT2c,Pitmain Estate,22/11/2018,19/12/2018,2018-19,,Lochaber & Skye,Private
501116-NH7312105630,501116,Peatland restoration at Pitmain Estate,Restoration,NH7312105630,273121,805630,Pitman Estate - PIT2d,Pitmain Estate,20/12/2018,18/01/2019,2018-19,,Lochaber & Skye,Private
501116-NH7283004783,501116,Peatland restoration at Pitmain Estate,Restoration,NH7283004783,272830,804783,Pitman Estate - PIT2e,Pitmain Estate,09/01/2019,14/03/2019,2018-19,,Lochaber & Skye,Private
501116-NH7206007727,501116,Peatland restoration at Pitmain Estate,Restoration,NH7206007727,272060,807727,Pitman Estate - PIT1ax,Pitmain Estate,04/11/2018,08/01/2019,2018-19,,Lochaber & Skye,Private
501116-NH7036204860,501116,Peatland restoration at Pitmain Estate,Restoration,NH7036204860,270362,804860,Pitman Estate - PIT2E,Pitmain Estate,15/02/2019,28/02/2019,2018-19,,Lochaber & Skye,Private
501116-NH7185608092,501116,Peatland Restoration at Pitmain Estate (MDMG),Restoration,NH7185608092,271856,808092,Pitmain Estate,Pitmain Estate,,,2018-19,South Highland,Lochaber & Skye,Private
501117-NM816791,501117,Glenaladale Estate peatland restoration feasibility study,Feasibility,NM816791,181600,779100,Glenaladale Estate,,,28/01/2019,2018-19,South Highland,Lochaber & Skye,Private
501124-NM7525450177,501124,Uileann Forestry peatland restoration feasibility study,Feasibility,NM7525450177,175254,750177,Uileann Forestry - Site A,Ardtornish Estate,01/01/2018,31/01/2019,2018-19,South Highland,Lochaber & Skye,Private
501125-NM7731054880,501125,Be'ach Hag reprofiling,Restoration,NM7731054880,177310,754880,Be'ach - Site A,Ardtornish Estate,21/01/2019,15/03/2019,2018-19,South Highland,Lochaber & Skye,Private
501137-NG609036,501137,Tormore Community Trust Forest to Bog Restoration,Restoration,NG609036,160900,803600,Tormore - Site A,Sleat Community Trust,10/02/2020,23/03/2020,2019-20,South Highland,Lochaber & Skye,NGO
501137-NG604029,501137,Tormore Community Trust Forest to Bog Restoration,Restoration,NG604029,160400,802900,Tormore - Site B,Sleat Community Trust,10/02/2020,23/03/2020,2019-20,South Highland,Lochaber & Skye,NGO
501137-NG600025,501137,Tormore Community Trust Forest to Bog Restoration,Restoration,NG600025,160000,802500,Tormore - Site C,Sleat Community Trust,10/02/2020,23/03/2020,2019-20,South Highland,Lochaber & Skye,NGO
501139-NG5162154311,501139,Storr Lochs Forest to Bog Scheme,Restoration,NG5162154311,151621,854311,Storr Lochs - A,Storr Lochs Woodland,,,2018-19,South Highland,Lochaber & Skye,Private
501139-NG5121354114,501139,Storr Lochs Forest to Bog Scheme,Restoration,NG5121354114,151213,854114,Storr Lochs - B,Storr Lochs Woodland,,,2018-19,South Highland,Lochaber & Skye,Private
501144-NM83296373,501144,Various sites - FES,Restoration,NM83296373,183290,763730,"Strontian, Lochaber",FES - Scotland,,,2018-19,South Highland,Lochaber & Skye,Public
501144-NM93127923,501144,Various sites - FES,Restoration,NM93127923,193120,779230,"Drumfern, Lochaber",FES - Scotland,21/11/2018,29/01/2019,2018-19,South Highland,Lochaber & Skye,Public
501144-NN19137884,501144,Various sites - FES,Restoration,NN19137884,219130,778840,"Leanachan, Lochaber",FES - Scotland,,,2018-19,South Highland,Lochaber & Skye,Public
501144-NG72372258,501144,Various sites - FES,Restoration,NG72372258,172370,822580,Kyle Farm I,FES - Scotland,,,2018-19,South Highland,Lochaber & Skye,Public
501144-NG72162545,501144,Various sites - FES,Restoration,NG72162545,172160,825450,Kyle Farm II,FES - Scotland,,,2018-19,South Highland,Lochaber & Skye,Public
501148-NN206686,501148,Glen Nevis Peatland Restoration,Restoration,NN206686,220600,768600,Tom a’Choinneachaidh,,,,2018-19,South Highland,Lochaber & Skye,NGO
501157-NN102940,501157,Achnacarry Peatland Restoration - Feasibility Study,Feasibility,NN102940,210200,794000,Achnacarry,Achnacarry Estate (Highland),,,2018-19,South Highland,Lochaber & Skye,Private
501160-NG5541517306,501160,Strathaird forest to bog feasibility study,Feasibility,NG5541517306,155415,817306,Ringill West,Straythaird (Skye),01/01/2019,31/01/2019,2018-19,South Highland,Lochaber & Skye,NGO
501160-NG5559621330,501160,Strathaird forest to bog feasibility study,Feasibility,NG5559621330,155596,821330,Faoilean North,Straythaird (Skye),01/01/2019,31/01/2019,2018-19,South Highland,Lochaber & Skye,NGO
501160-NG5560120763,501160,Strathaird forest to bog feasibility study,Feasibility,NG5560120763,155601,820763,Faoilean South,Straythaird (Skye),01/01/2019,31/01/2019,2018-19,South Highland,Lochaber & Skye,NGO
501161-NN4008574944,501161,Corrour Lands Peatland Restoration Stage 1,Restoration,NN4008574944,240085,774944,Sron nan Creagan,,,,2018-19,South Highland,Lochaber & Skye,Private
501161-NN3693163534,501161,Corrour Lands Peatland Restoration Stage 1,Restoration,NN3693163534,236931,763534,Blackwater1,,,,2018-19,South Highland,Lochaber & Skye,Private
501170-NN3965992578,501170,Peatland Restoration on Braeroy Estate (MDMG),Restoration,NN3965992578,239659,792578,Braeroy Estate (West of the Roy) - BR1_1,Wildland Estate,14/11/2018,17/04/2019,2018-19,South Highland,Lochaber & Skye,Private
501174-NM4710087124,501174,Peatland Restoration and Education on Eigg,Restoration,NM4710087124,147100,787124,"Blar Dubh, Eigg",,,,2018-19,South Highland,Lochaber & Skye,NGO
501175-NN16397558,501175,Restoration of Meall an t-suidhe peatland,Restoration,NN16397558,216390,775580,Meall an t-suidhe,,,,2018-19,South Highland,Lochaber & Skye,Private
501197-NH544055,501197,Restoration at Garrogie Estate (MDMG),Restoration,NH544055,254400,805500,Garrogie Estate (GARR 4),,,,2019-20,South Highland,Lochaber & Skye,Private
501197-NH543106,501197,Restoration at Garrogie Estate (MDMG),Restoration,NH543106,254300,810600,Garrogie Estate (GARR 5),,,,2019-20,South Highland,Lochaber & Skye,Private
501197-NH557102,501197,Restoration at Garrogie Estate (MDMG),Restoration,NH557102,255700,810200,Garrogie Estate (GARR 6),,27/08/2019,06/12/2019,2019-20,South Highland,Lochaber & Skye,Private
501198-NH726241,501198,Restoration at Farr & GlenKyllachy Estate (MDMG),Restoration,NH726241,272600,824100,Farr Estate (FARR 5),,06/08/2020,24/03/2020,2019-20,South Highland,Lochaber & Skye,Private
501198-NH709271,501198,Restoration at Farr & GlenKyllachy Estate (MDMG),Restoration,NH709271,270900,827100,Farr Estate (FARR 6),,06/08/2020,24/03/2020,2019-20,South Highland,Lochaber & Skye,Private
501198-NH714270,501198,Restoration at Farr & GlenKyllachy Estate (MDMG),Restoration,NH714270,271400,827000,Farr Estate (FARR 7),,06/08/2020,24/03/2020,2019-20,South Highland,Lochaber & Skye,Private
501198-NH718263,501198,Restoration at Farr & GlenKyllachy Estate (MDMG),Restoration,NH718263,271800,826300,Farr Estate (FARR 8),,06/08/2020,24/03/2020,2019-20,South Highland,Lochaber & Skye,Private
501198-NH699247,501198,Restoration at Farr & GlenKyllachy Estate (MDMG),Restoration,NH699247,269900,824700,Farr Estate (FARR 9),,06/08/2020,24/03/2020,2019-20,South Highland,Lochaber & Skye,Private
501198-NH706236,501198,Restoration at Farr & GlenKyllachy Estate (MDMG),Restoration,NH706236,270600,823600,Farr Estate (FARR 7e),,06/08/2020,24/03/2020,2019-20,South Highland,Lochaber & Skye,Private
501199-NH716221,501199,Restoration at Glenmazeran Estate (MDMG),Restoration,NH716221,271600,822100,Glenmazeran Estate (GLNM 3),,07/08/2019,17/02/2020,2019-20,South Highland,Lochaber & Skye,Private
501199-NH709224,501199,Restoration at Glenmazeran Estate (MDMG),Restoration,NH709224,270900,822400,Glenmazeran Estate (GLNM 4),,07/08/2019,17/02/2020,2019-20,South Highland,Lochaber & Skye,Private
501199-NH698221,501199,Restoration at Glenmazeran Estate (MDMG),Restoration,NH698221,269800,822100,Glenmazeran Estate (GLNM 5),,07/08/2019,17/02/2020,2019-20,South Highland,Lochaber & Skye,Private
501199-NH691223,501199,Restoration at Glenmazeran Estate (MDMG),Restoration,NH691223,269100,822300,Glenmazeran Estate (GLNM 6),,07/08/2019,17/02/2020,2019-20,South Highland,Lochaber & Skye,Private
501199-NH688219,501199,Restoration at Glenmazeran Estate (MDMG),Restoration,NH688219,268800,821900,Glenmazeran Estate (GLNM 7),,07/08/2019,17/02/2020,2019-20,South Highland,Lochaber & Skye,Private
501199-NH691214,501199,Restoration at Glenmazeran Estate (MDMG),Restoration,NH691214,269100,821400,Glenmazeran Estate (GLNM 8),,07/08/2019,17/02/2020,2019-20,South Highland,Lochaber & Skye,Private
501199-NH709229,501199,Restoration at Glenmazeran Estate (MDMG),Restoration,NH709229,270900,822900,Glenmazeran Estate (GLNM 2a),,07/08/2019,17/02/2020,2019-20,South Highland,Lochaber & Skye,Private
501202-NH723079,501202,Restoration on Pitmain Estate (MDMG),Restoration,NH723079,272300,807900,Pitman Estate (PIT 3),,19/08/2019,24/03/2020,2019-20,South Highland,Lochaber & Skye,Private
